model,dataset,signal,family,method,variant,metric,value,ci_lo,ci_hi,chance,higher_is_better,hallucination_rate,n_questions,n_boot,bootstrap_seed
mistral7b_v03,morehopqa,blackbox,kle,C3,,PRR,0.330898,0.245859,0.415781,0.000000,True,0.806000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C3,,FPR@95TPR,0.829897,0.774712,0.884432,0.950000,False,0.806000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C3,,AUARC,0.299139,0.256521,0.342907,0.194000,True,0.806000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,max,AUPRC,0.872924,0.847697,0.896055,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,max,PRR,0.130946,0.045060,0.218518,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,max,FPR@95TPR,0.913295,0.861441,0.961750,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,max,AUARC,0.212691,0.176868,0.251364,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,mean,AUPRC,0.869512,0.843291,0.895995,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,mean,PRR,0.129840,0.049341,0.222886,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,mean,FPR@95TPR,0.878613,0.826081,0.937143,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C4,mean,AUARC,0.212356,0.176671,0.252567,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SelfCheckGPT-NLI,,AUPRC,0.748043,0.710599,0.787461,0.670000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SelfCheckGPT-NLI,,PRR,0.242551,0.158601,0.318393,0.000000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SelfCheckGPT-NLI,,FPR@95TPR,0.903030,0.841317,0.934661,0.950000,False,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SelfCheckGPT-NLI,,AUARC,0.418658,0.372944,0.459489,0.330000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SemanticEntropy,se_discrete,AUPRC,0.704026,0.665261,0.743537,0.670000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SemanticEntropy,se_discrete,PRR,0.078425,-0.014923,0.148555,0.000000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SemanticEntropy,se_discrete,FPR@95TPR,0.954545,0.907819,0.984758,0.950000,False,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,baseline,SemanticEntropy,se_discrete,AUARC,0.358666,0.311497,0.395499,0.330000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C1,,AUPRC,0.804637,0.772334,0.838673,0.815000,True,0.815000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C1,,PRR,-0.017060,-0.090933,0.060981,0.000000,True,0.815000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C1,,FPR@95TPR,0.956757,0.927700,0.988889,0.950000,False,0.815000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C1,,AUARC,0.179681,0.146967,0.211543,0.185000,True,0.815000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C2,,AUPRC,0.672002,0.632900,0.713397,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C2,,PRR,0.034627,-0.043372,0.115105,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C2,,FPR@95TPR,0.933333,0.899067,0.965627,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C2,,AUARC,0.357702,0.316309,0.401048,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C3,,AUPRC,0.847450,0.816837,0.876196,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C3,,PRR,0.059534,-0.018807,0.141722,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C3,,FPR@95TPR,0.942197,0.898862,0.975613,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C3,,AUARC,0.191045,0.155754,0.226786,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,max,AUPRC,0.866038,0.837145,0.893625,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,max,PRR,0.120337,0.038992,0.206019,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,max,FPR@95TPR,0.895954,0.849987,0.951518,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,max,AUARC,0.209475,0.174813,0.246794,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,mean,AUPRC,0.858245,0.828562,0.888614,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,mean,PRR,0.116200,0.035713,0.201036,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,mean,FPR@95TPR,0.924855,0.869816,0.960000,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,mean,AUARC,0.208221,0.174197,0.244898,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,attn_mean,AUPRC,0.861190,0.831422,0.890995,0.827000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,attn_mean,PRR,0.119494,0.038884,0.205555,0.000000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,attn_mean,FPR@95TPR,0.913295,0.866657,0.956795,0.950000,False,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,kle,C4,attn_mean,AUARC,0.209220,0.175280,0.246862,0.173000,True,0.827000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,AUPRC,0.705498,0.666302,0.745823,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,PRR,0.116536,0.036765,0.192850,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,FPR@95TPR,0.942029,0.893805,0.973692,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,AUARC,0.387749,0.344522,0.428187,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,ppl,AUPRC,0.672521,0.633714,0.715710,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,ppl,PRR,0.039038,-0.042913,0.122049,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,ppl,FPR@95TPR,0.950725,0.911763,0.977920,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,ppl,AUARC,0.359320,0.316808,0.402490,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,window_entropy,AUPRC,0.697856,0.658071,0.741400,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,window_entropy,PRR,0.122876,0.037225,0.203874,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,window_entropy,FPR@95TPR,0.930435,0.885855,0.963068,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,window_entropy,AUARC,0.390074,0.346353,0.433442,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,hidden,AUPRC,0.612643,0.575447,0.656030,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,hidden,PRR,-0.140155,-0.215805,-0.059215,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,hidden,FPR@95TPR,0.959420,0.936595,0.982809,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,hidden,AUARC,0.293588,0.255811,0.336306,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,attn,AUPRC,0.658393,0.618984,0.700059,0.655000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,attn,PRR,-0.006171,-0.086166,0.077357,0.000000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,attn,FPR@95TPR,0.942029,0.910607,0.974845,0.950000,False,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,LLM-Check,attn,AUARC,0.342736,0.300890,0.387144,0.345000,True,0.655000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,AUPRC,0.711038,0.672266,0.751662,0.670000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,PRR,0.082775,-0.013017,0.151505,0.000000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,FPR@95TPR,0.954545,0.894883,0.979712,0.950000,False,0.670000,1000,2000,0
mistral7b_v03,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,AUARC,0.360256,0.311830,0.396394,0.330000,True,0.670000,1000,2000,0
