model,dataset,signal,family,method,variant,metric,value,ci_lo,ci_hi,chance,higher_is_better,hallucination_rate,n_questions,n_boot,bootstrap_seed
llama31_8b,morehopqa,whitebox,kle,C4,mean,PRR,0.323715,0.226747,0.413176,0.000000,True,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,mean,FPR@95TPR,0.818182,0.745091,0.877563,0.950000,False,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,mean,AUARC,0.247127,0.207312,0.288908,0.154000,True,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,attn_mean,AUPRC,0.912000,0.889609,0.930604,0.846000,True,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,attn_mean,PRR,0.268869,0.179229,0.353077,0.000000,True,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,attn_mean,FPR@95TPR,0.850649,0.779308,0.910828,0.950000,False,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,kle,C4,attn_mean,AUARC,0.231348,0.192462,0.271378,0.154000,True,0.846000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,AUPRC,0.868290,0.845214,0.890727,0.731000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,PRR,0.425462,0.348930,0.502689,0.000000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,FPR@95TPR,0.795539,0.706704,0.856590,0.950000,False,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,logit_entropy,AUARC,0.419121,0.373568,0.460677,0.269000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,ppl,AUPRC,0.857792,0.832036,0.882763,0.731000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,ppl,PRR,0.334169,0.251107,0.408488,0.000000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,ppl,FPR@95TPR,0.862454,0.795359,0.906476,0.950000,False,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,ppl,AUARC,0.386909,0.343000,0.431233,0.269000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,window_entropy,AUPRC,0.777641,0.741027,0.814628,0.731000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,window_entropy,PRR,0.218421,0.136180,0.303203,0.000000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,window_entropy,FPR@95TPR,0.881041,0.829785,0.917527,0.950000,False,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,window_entropy,AUARC,0.346069,0.303139,0.388142,0.269000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,hidden,AUPRC,0.769601,0.736953,0.801631,0.731000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,hidden,PRR,-0.153379,-0.201928,-0.099966,0.000000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,hidden,FPR@95TPR,1.000000,0.989011,1.000000,0.950000,False,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,hidden,AUARC,0.214881,0.186558,0.244441,0.269000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,attn,AUPRC,0.669269,0.630886,0.708979,0.731000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,attn,PRR,-0.286875,-0.333870,-0.237197,0.000000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,attn,FPR@95TPR,1.000000,0.992125,1.000000,0.950000,False,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,LLM-Check,attn,AUARC,0.167778,0.142902,0.194331,0.269000,True,0.731000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,AUPRC,0.741582,0.703688,0.782072,0.714000,True,0.714000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,PRR,0.188561,0.110893,0.273551,0.000000,True,0.714000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,FPR@95TPR,0.898601,0.826703,0.933776,0.950000,False,0.714000,1000,2000,0
llama31_8b,morehopqa,whitebox,baseline,SemanticEntropy,se_weighted,AUARC,0.353439,0.314354,0.399041,0.286000,True,0.714000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C1,,AUPRC,0.644902,0.585401,0.704198,0.266000,True,0.266000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C1,,PRR,0.613073,0.525374,0.704082,0.000000,True,0.266000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C1,,FPR@95TPR,1.000000,0.679275,1.000000,0.950000,False,0.266000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C1,,AUARC,0.873078,0.847028,0.898726,0.734000,True,0.266000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C2,,AUPRC,0.525909,0.463481,0.591745,0.268000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C2,,PRR,0.488188,0.395516,0.580594,0.000000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C2,,FPR@95TPR,0.868852,0.792238,0.916897,0.950000,False,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C2,,AUARC,0.843420,0.813753,0.870606,0.732000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C3,,AUPRC,0.673374,0.613523,0.732939,0.259000,True,0.259000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C3,,PRR,0.731751,0.671905,0.798636,0.000000,True,0.259000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C3,,FPR@95TPR,0.689609,0.536740,0.787691,0.950000,False,0.259000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C3,,AUARC,0.903440,0.883956,0.923872,0.741000,True,0.259000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,max,AUPRC,0.610417,0.552301,0.671502,0.285000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,max,PRR,0.539731,0.443481,0.628981,0.000000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,max,FPR@95TPR,0.794406,0.740791,0.897262,0.950000,False,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,max,AUARC,0.844385,0.814835,0.871865,0.715000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,mean,AUPRC,0.481698,0.423969,0.540156,0.285000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,mean,PRR,0.444248,0.343612,0.532273,0.000000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,mean,FPR@95TPR,0.787413,0.743127,0.882591,0.950000,False,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,kle,C4,mean,AUARC,0.821495,0.790685,0.851482,0.715000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SelfCheckGPT-NLI,,AUPRC,0.623626,0.562250,0.688603,0.268000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SelfCheckGPT-NLI,,PRR,0.687137,0.602261,0.757977,0.000000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SelfCheckGPT-NLI,,FPR@95TPR,0.672131,0.528669,0.849464,0.950000,False,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SelfCheckGPT-NLI,,AUARC,0.888826,0.862931,0.911113,0.732000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SemanticEntropy,se_discrete,AUPRC,0.369173,0.319742,0.422968,0.268000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SemanticEntropy,se_discrete,PRR,0.336374,0.228362,0.434325,0.000000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SemanticEntropy,se_discrete,FPR@95TPR,0.893443,0.832420,0.922662,0.950000,False,0.268000,1000,2000,0
mistral7b_v03,triviaqa,blackbox,baseline,SemanticEntropy,se_discrete,AUARC,0.808771,0.775990,0.838537,0.732000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C1,,AUPRC,0.554748,0.495357,0.615526,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C1,,PRR,0.551447,0.464494,0.631398,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C1,,FPR@95TPR,0.793434,0.722606,0.867495,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C1,,AUARC,0.857236,0.828979,0.882413,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C2,,AUPRC,0.441569,0.385387,0.508850,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C2,,PRR,0.350132,0.243663,0.456336,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C2,,FPR@95TPR,0.902873,0.807906,0.954797,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C2,,AUARC,0.811152,0.777623,0.843321,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C3,,AUPRC,0.447390,0.392163,0.514961,0.261000,True,0.261000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C3,,PRR,0.461910,0.374985,0.547880,0.000000,True,0.261000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C3,,FPR@95TPR,0.860622,0.794835,0.913980,0.950000,False,0.261000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C3,,AUARC,0.842184,0.813210,0.869136,0.739000,True,0.261000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,max,AUPRC,0.434350,0.384230,0.496864,0.285000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,max,PRR,0.419532,0.325218,0.509268,0.000000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,max,FPR@95TPR,0.867133,0.778707,0.930271,0.950000,False,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,max,AUARC,0.815570,0.784329,0.845004,0.715000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,mean,AUPRC,0.454651,0.402924,0.516749,0.285000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,mean,PRR,0.430414,0.335401,0.514304,0.000000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,mean,FPR@95TPR,0.833566,0.760109,0.935345,0.950000,False,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,mean,AUARC,0.818179,0.787465,0.845934,0.715000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,attn_mean,AUPRC,0.469249,0.416329,0.532490,0.285000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,attn_mean,PRR,0.454983,0.357222,0.541175,0.000000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,attn_mean,FPR@95TPR,0.853147,0.726122,0.926139,0.950000,False,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,kle,C4,attn_mean,AUARC,0.824069,0.793500,0.852081,0.715000,True,0.285000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,logit_entropy,AUPRC,0.384123,0.332651,0.442464,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,logit_entropy,PRR,0.314466,0.208452,0.417458,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,logit_entropy,FPR@95TPR,0.864569,0.821427,0.922759,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,logit_entropy,AUARC,0.802987,0.768752,0.834439,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,ppl,AUPRC,0.331778,0.286148,0.385853,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,ppl,PRR,0.241588,0.132935,0.346843,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,ppl,FPR@95TPR,0.905609,0.829925,0.950279,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,ppl,AUARC,0.786304,0.750753,0.818609,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,window_entropy,AUPRC,0.378014,0.326478,0.437243,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,window_entropy,PRR,0.293034,0.178946,0.407927,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,window_entropy,FPR@95TPR,0.900137,0.800812,0.940389,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,window_entropy,AUARC,0.798081,0.764804,0.831713,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,hidden,AUPRC,0.259251,0.226191,0.301587,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,hidden,PRR,-0.081022,-0.201308,0.038705,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,hidden,FPR@95TPR,0.954856,0.932791,0.975105,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,hidden,AUARC,0.712453,0.671637,0.750830,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,attn,AUPRC,0.325469,0.281788,0.378290,0.269000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,attn,PRR,0.210486,0.108537,0.304450,0.000000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,attn,FPR@95TPR,0.906977,0.858146,0.950345,0.950000,False,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,LLM-Check,attn,AUARC,0.779184,0.744697,0.811739,0.731000,True,0.269000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,SemanticEntropy,se_weighted,AUPRC,0.369032,0.322263,0.430092,0.268000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,SemanticEntropy,se_weighted,PRR,0.340456,0.235343,0.437973,0.000000,True,0.268000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,SemanticEntropy,se_weighted,FPR@95TPR,0.877049,0.819131,0.917469,0.950000,False,0.268000,1000,2000,0
mistral7b_v03,triviaqa,whitebox,baseline,SemanticEntropy,se_weighted,AUARC,0.809703,0.777176,0.839186,0.732000,True,0.268000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C1,,AUPRC,0.659819,0.612038,0.708122,0.442000,True,0.442000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C1,,PRR,0.527528,0.436458,0.583905,0.000000,True,0.442000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C1,,FPR@95TPR,0.772401,0.679107,1.000000,0.950000,False,0.442000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C1,,AUARC,0.729612,0.690357,0.758973,0.558000,True,0.442000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C2,,AUPRC,0.604031,0.554229,0.654299,0.414000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C2,,PRR,0.359894,0.267195,0.442263,0.000000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C2,,FPR@95TPR,0.895904,0.846265,0.925318,0.950000,False,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C2,,AUARC,0.698637,0.658683,0.736900,0.586000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C3,,AUPRC,0.711329,0.666142,0.759316,0.461000,True,0.461000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C3,,PRR,0.563737,0.481292,0.628129,0.000000,True,0.461000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C3,,FPR@95TPR,0.716141,0.648646,0.856360,0.950000,False,0.461000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C3,,AUARC,0.726664,0.687521,0.757360,0.539000,True,0.461000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,max,AUPRC,0.639854,0.594140,0.688372,0.441000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,max,PRR,0.398671,0.313354,0.479932,0.000000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,max,FPR@95TPR,0.846154,0.789381,0.901462,0.950000,False,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,max,AUARC,0.688527,0.650122,0.726247,0.559000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,mean,AUPRC,0.551553,0.506476,0.600070,0.441000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,mean,PRR,0.344433,0.263459,0.428836,0.000000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,mean,FPR@95TPR,0.837209,0.776223,0.891427,0.950000,False,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,kle,C4,mean,AUARC,0.670905,0.632732,0.708123,0.559000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SelfCheckGPT-NLI,,AUPRC,0.638610,0.588332,0.687188,0.414000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SelfCheckGPT-NLI,,PRR,0.497945,0.417586,0.572888,0.000000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SelfCheckGPT-NLI,,FPR@95TPR,0.810580,0.709500,0.884948,0.950000,False,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SelfCheckGPT-NLI,,AUARC,0.741843,0.706065,0.777908,0.586000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SemanticEntropy,se_discrete,AUPRC,0.504910,0.459500,0.547747,0.414000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SemanticEntropy,se_discrete,PRR,0.249408,0.147947,0.329481,0.000000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SemanticEntropy,se_discrete,FPR@95TPR,0.926621,0.870458,0.948718,0.950000,False,0.414000,1000,2000,0
mistral7b_v03,nqopen,blackbox,baseline,SemanticEntropy,se_discrete,AUARC,0.664058,0.619776,0.702139,0.586000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C1,,AUPRC,0.644928,0.598407,0.694824,0.453000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C1,,PRR,0.429240,0.351801,0.505506,0.000000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C1,,FPR@95TPR,0.850091,0.787030,0.899123,0.950000,False,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C1,,AUARC,0.688556,0.651081,0.723181,0.547000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C2,,AUPRC,0.616645,0.567500,0.664352,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C2,,PRR,0.424337,0.338306,0.505198,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C2,,FPR@95TPR,0.852041,0.783274,0.916085,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C2,,AUARC,0.720409,0.682606,0.758687,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C3,,AUPRC,0.641904,0.593736,0.691315,0.453000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C3,,PRR,0.403239,0.318161,0.479991,0.000000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C3,,FPR@95TPR,0.859232,0.801427,0.897772,0.950000,False,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C3,,AUARC,0.679981,0.640282,0.716946,0.547000,True,0.453000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,max,AUPRC,0.536752,0.488985,0.586413,0.441000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,max,PRR,0.224807,0.138313,0.311444,0.000000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,max,FPR@95TPR,0.898032,0.844858,0.942134,0.950000,False,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,max,AUARC,0.632039,0.591387,0.670135,0.559000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,mean,AUPRC,0.525147,0.478869,0.572894,0.441000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,mean,PRR,0.218759,0.129242,0.306068,0.000000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,mean,FPR@95TPR,0.878354,0.844890,0.926788,0.950000,False,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,mean,AUARC,0.630074,0.589421,0.668277,0.559000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,attn_mean,AUPRC,0.529278,0.483749,0.577323,0.441000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,attn_mean,PRR,0.222535,0.131907,0.310723,0.000000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,attn_mean,FPR@95TPR,0.874776,0.838357,0.908637,0.950000,False,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,kle,C4,attn_mean,AUARC,0.631301,0.589867,0.670459,0.559000,True,0.441000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,logit_entropy,AUPRC,0.489411,0.442615,0.542601,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,logit_entropy,PRR,0.204522,0.108585,0.297619,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,logit_entropy,FPR@95TPR,0.928571,0.860139,0.969510,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,logit_entropy,AUARC,0.651819,0.610384,0.694470,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,ppl,AUPRC,0.483466,0.439580,0.535299,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,ppl,PRR,0.159945,0.062169,0.254203,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,ppl,FPR@95TPR,0.921769,0.862010,0.953529,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,ppl,AUARC,0.637909,0.597086,0.682177,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,window_entropy,AUPRC,0.538017,0.491416,0.589981,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,window_entropy,PRR,0.300127,0.217816,0.383149,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,window_entropy,FPR@95TPR,0.884354,0.848429,0.920963,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,window_entropy,AUARC,0.681651,0.642446,0.720172,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,hidden,AUPRC,0.395493,0.357975,0.438763,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,hidden,PRR,-0.014229,-0.115465,0.083108,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,hidden,FPR@95TPR,0.948980,0.921665,0.966667,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,hidden,AUARC,0.583560,0.542313,0.627317,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,attn,AUPRC,0.496754,0.446925,0.546179,0.412000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,attn,PRR,0.257306,0.164561,0.341344,0.000000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,attn,FPR@95TPR,0.925170,0.862524,0.944451,0.950000,False,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,LLM-Check,attn,AUARC,0.668289,0.627361,0.707720,0.588000,True,0.412000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,SemanticEntropy,se_weighted,AUPRC,0.502212,0.455451,0.551738,0.414000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,SemanticEntropy,se_weighted,PRR,0.249962,0.149384,0.331454,0.000000,True,0.414000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,SemanticEntropy,se_weighted,FPR@95TPR,0.912969,0.868817,0.948980,0.950000,False,0.414000,1000,2000,0
mistral7b_v03,nqopen,whitebox,baseline,SemanticEntropy,se_weighted,AUARC,0.664231,0.620814,0.702430,0.586000,True,0.414000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C1,,AUPRC,0.829470,0.798406,0.864109,0.823000,True,0.823000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C1,,PRR,0.016152,-0.056915,0.092486,0.000000,True,0.823000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C1,,FPR@95TPR,0.943503,0.910178,0.982860,0.950000,False,0.823000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C1,,AUARC,0.181944,0.148492,0.215354,0.177000,True,0.823000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C2,,AUPRC,0.705957,0.666735,0.747641,0.670000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C2,,PRR,0.101956,0.015931,0.183395,0.000000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C2,,FPR@95TPR,0.918182,0.876159,0.966049,0.950000,False,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C2,,AUARC,0.367267,0.323120,0.407566,0.330000,True,0.670000,1000,2000,0
mistral7b_v03,morehopqa,blackbox,kle,C3,,AUPRC,0.890643,0.866302,0.912807,0.806000,True,0.806000,1000,2000,0
